question_type,service_level,channel_bin,snr_bin,view_quality_bin,freshness_bin,risk_level,expected_accuracy,sample_count,std_or_ci,avg_payload_bytes,avg_payload_kb
counting,2,medium,5dB,poor,stale,critical,0.0,35,0.0,308710.171,301.474777
counting,2,medium,5dB,poor,stale,normal,0.422222,45,0.144311,215853.022,210.793967
presence,1,bad,-5dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,expired,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,fresh,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,-5dB,good,stale,normal,0.897959,49,0.084757,774.0,0.755859
presence,1,bad,-5dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,-5dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,-5dB,poor,expired,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,-5dB,poor,fresh,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,-5dB,poor,stale,critical,0.882353,17,0.153159,1119.353,1.093118
presence,1,bad,-5dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,bad,0dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,bad,0dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,bad,0dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,bad,0dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,bad,0dB,poor,expired,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,expired,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,bad,0dB,poor,fresh,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,fresh,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,bad,0dB,poor,stale,critical,0.882353,17,0.153159,1120.765,1.094497
presence,1,bad,0dB,poor,stale,normal,0.678322,143,0.076563,748.923,0.73137
presence,1,good,15dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,15dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,15dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,15dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,15dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,15dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,15dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,15dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,good,20dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,good,20dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,good,20dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,good,20dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,good,20dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,good,20dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,10dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,10dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,10dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,10dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,10dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,10dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,good,expired,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,expired,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,good,fresh,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,fresh,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,good,stale,critical,1.0,3,0.0,1201.333,1.173177
presence,1,medium,5dB,good,stale,normal,0.897959,49,0.084757,775.0,0.756836
presence,1,medium,5dB,medium,expired,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,expired,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,medium,fresh,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,fresh,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,medium,stale,critical,1.0,2,0.0,1229.0,1.200195
presence,1,medium,5dB,medium,stale,normal,0.772727,22,0.175118,769.5,0.751465
presence,1,medium,5dB,poor,expired,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,expired,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,poor,fresh,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,fresh,normal,0.678322,143,0.076563,748.769,0.73122
presence,1,medium,5dB,poor,stale,critical,0.882353,17,0.153159,1119.471,1.093233
presence,1,medium,5dB,poor,stale,normal,0.678322,143,0.076563,748.769,0.73122
presence,2,bad,-5dB,good,expired,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,expired,normal,0.877551,49,0.091785,166722.327,162.814772
presence,2,bad,-5dB,good,fresh,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,fresh,normal,0.877551,49,0.091785,166722.327,162.814772
presence,2,bad,-5dB,good,stale,critical,0.666667,3,0.533444,126829.333,123.856771
presence,2,bad,-5dB,good,stale,normal,0.877551,49,0.091785,166722.327,162.814772
presence,2,bad,-5dB,medium,expired,critical,1.0,2,0.0,194932.0,190.363281
presence,2,bad,-5dB,medium,expired,normal,0.818182,22,0.161172,135919.455,132.733842
presence,2,bad,-5dB,medium,fresh,critical,1.0,2,0.0,194932.0,190.363281
presence,2,bad,-5dB,medium,fresh,normal,0.818182,22,0.161172,135919.455,132.733842
presence,2,bad,-5dB,medium,stale,critical,1.0,2,0.0,194932.0,190.363281
presence,2,bad,-5dB,medium,stale,normal,0.818182,22,0.161172,135919.455,132.733842
presence,2,bad,-5dB,poor,expired,critical,0.647059,17,0.227172,231776.235,226.34398
presence,2,bad,-5dB,poor,expired,normal,0.727273,143,0.072996,189292.755,184.856206
presence,2,bad,-5dB,poor,fresh,critical,0.647059,17,0.227172,231776.235,226.34398
presence,2,bad,-5dB,poor,fresh,normal,0.727273,143,0.072996,189292.755,184.856206
presence,2,bad,-5dB,poor,stale,critical,0.647059,17,0.227172,231776.235,226.34398
presence,2,bad,-5dB,poor,stale,normal,0.727273,143,0.072996,189292.755,184.856206
presence,2,bad,0dB,good,expired,critical,1.0,3,0.0,95818.0,93.572266
presence,2,bad,0dB,good,expired,normal,0.918367,49,0.076665,92523.755,90.35523
presence,2,bad,0dB,good,fresh,critical,1.0,3,0.0,95818.0,93.572266
presence,2,bad,0dB,good,fresh,normal,0.918367,49,0.076665,92523.755,90.35523
presence,2,bad,0dB,good,stale,critical,1.0,3,0.0,95818.0,93.572266
presence,2,bad,0dB,good,stale,normal,0.918367,49,0.076665,92523.755,90.35523
presence,2,bad,0dB,medium,expired,critical,1.0,2,0.0,94355.5,92.144043
presence,2,bad,0dB,medium,expired,normal,0.818182,22,0.161172,95385.5,93.149902
presence,2,bad,0dB,medium,fresh,critical,1.0,2,0.0,94355.5,92.144043
presence,2,bad,0dB,medium,fresh,normal,0.818182,22,0.161172,95385.5,93.149902
presence,2,bad,0dB,medium,stale,critical,1.0,2,0.0,94355.5,92.144043
presence,2,bad,0dB,medium,stale,normal,0.818182,22,0.161172,95385.5,93.149902
presence,2,bad,0dB,poor,expired,critical,0.823529,17,0.181221,273170.118,266.767693
presence,2,bad,0dB,poor,expired,normal,0.776224,143,0.068311,192403.72,187.894258
presence,2,bad,0dB,poor,fresh,critical,0.823529,17,0.181221,273170.118,266.767693
presence,2,bad,0dB,poor,fresh,normal,0.776224,143,0.068311,192403.72,187.894258
presence,2,bad,0dB,poor,stale,critical,0.823529,17,0.181221,273170.118,266.767693
presence,2,bad,0dB,poor,stale,normal,0.776224,143,0.068311,192403.72,187.894258
presence,2,good,15dB,good,expired,critical,1.0,3,0.0,282846.667,276.217448
presence,2,good,15dB,good,expired,normal,0.959184,49,0.055402,244088.041,238.367227
presence,2,good,15dB,good,fresh,critical,1.0,3,0.0,282846.667,276.217448
presence,2,good,15dB,good,fresh,normal,0.959184,49,0.055402,244088.041,238.367227
presence,2,good,15dB,good,stale,critical,1.0,3,0.0,282846.667,276.217448
presence,2,good,15dB,good,stale,normal,0.959184,49,0.055402,244088.041,238.367227
presence,2,good,15dB,medium,expired,critical,1.0,2,0.0,272793.0,266.399414
presence,2,good,15dB,medium,expired,normal,0.863636,22,0.143403,223371.0,218.135742
presence,2,good,15dB,medium,fresh,critical,1.0,2,0.0,272793.0,266.399414
presence,2,good,15dB,medium,fresh,normal,0.863636,22,0.143403,223371.0,218.135742
presence,2,good,15dB,medium,stale,critical,1.0,2,0.0,272793.0,266.399414
presence,2,good,15dB,medium,stale,normal,0.863636,22,0.143403,223371.0,218.135742
presence,2,good,15dB,poor,expired,critical,0.941176,17,0.111852,318804.059,311.332089
presence,2,good,15dB,poor,expired,normal,0.811189,143,0.064145,254503.154,248.538236
presence,2,good,15dB,poor,fresh,critical,0.941176,17,0.111852,318804.059,311.332089
presence,2,good,15dB,poor,fresh,normal,0.811189,143,0.064145,254503.154,248.538236
presence,2,good,15dB,poor,stale,critical,0.941176,17,0.111852,318804.059,311.332089
presence,2,good,15dB,poor,stale,normal,0.811189,143,0.064145,254503.154,248.538236
presence,2,good,20dB,good,expired,critical,1.0,3,0.0,289655.0,282.866211
presence,2,good,20dB,good,expired,normal,0.959184,49,0.055402,245470.061,239.716857
presence,2,good,20dB,good,fresh,critical,1.0,3,0.0,289655.0,282.866211
presence,2,good,20dB,good,fresh,normal,0.959184,49,0.055402,245470.061,239.716857
presence,2,good,20dB,good,stale,critical,1.0,3,0.0,289655.0,282.866211
presence,2,good,20dB,good,stale,normal,0.959184,49,0.055402,245470.061,239.716857
presence,2,good,20dB,medium,expired,critical,1.0,2,0.0,275118.5,268.67041
presence,2,good,20dB,medium,expired,normal,0.863636,22,0.143403,224680.136,219.414196
presence,2,good,20dB,medium,fresh,critical,1.0,2,0.0,275118.5,268.67041
presence,2,good,20dB,medium,fresh,normal,0.863636,22,0.143403,224680.136,219.414196
presence,2,good,20dB,medium,stale,critical,1.0,2,0.0,275118.5,268.67041
presence,2,good,20dB,medium,stale,normal,0.863636,22,0.143403,224680.136,219.414196
presence,2,good,20dB,poor,expired,critical,0.941176,17,0.111852,350202.059,341.994198
presence,2,good,20dB,poor,expired,normal,0.811189,143,0.064145,270436.427,264.098073
presence,2,good,20dB,poor,fresh,critical,0.941176,17,0.111852,350202.059,341.994198
presence,2,good,20dB,poor,fresh,normal,0.811189,143,0.064145,270436.427,264.098073
presence,2,good,20dB,poor,stale,critical,0.941176,17,0.111852,350202.059,341.994198
presence,2,good,20dB,poor,stale,normal,0.811189,143,0.064145,270436.427,264.098073
presence,2,medium,10dB,good,expired,critical,1.0,3,0.0,283385.333,276.74349
presence,2,medium,10dB,good,expired,normal,0.959184,49,0.055402,227770.449,222.432079
presence,2,medium,10dB,good,fresh,critical,1.0,3,0.0,283385.333,276.74349
presence,2,medium,10dB,good,fresh,normal,0.959184,49,0.055402,227770.449,222.432079
presence,2,medium,10dB,good,stale,critical,1.0,3,0.0,283385.333,276.74349
presence,2,medium,10dB,good,stale,normal,0.959184,49,0.055402,227770.449,222.432079
presence,2,medium,10dB,medium,expired,critical,1.0,2,0.0,268654.0,262.357422
presence,2,medium,10dB,medium,expired,normal,0.863636,22,0.143403,218074.0,212.962891
presence,2,medium,10dB,medium,fresh,critical,1.0,2,0.0,268654.0,262.357422
presence,2,medium,10dB,medium,fresh,normal,0.863636,22,0.143403,218074.0,212.962891
presence,2,medium,10dB,medium,stale,critical,1.0,2,0.0,268654.0,262.357422
presence,2,medium,10dB,medium,stale,normal,0.863636,22,0.143403,218074.0,212.962891
presence,2,medium,10dB,poor,expired,critical,0.882353,17,0.153159,253981.471,248.02878
presence,2,medium,10dB,poor,expired,normal,0.804196,143,0.06504,219387.517,214.245623
presence,2,medium,10dB,poor,fresh,critical,0.882353,17,0.153159,253981.471,248.02878
presence,2,medium,10dB,poor,fresh,normal,0.804196,143,0.06504,219387.517,214.245623
presence,2,medium,10dB,poor,stale,critical,0.882353,17,0.153159,253981.471,248.02878
presence,2,medium,10dB,poor,stale,normal,0.804196,143,0.06504,219387.517,214.245623
presence,2,medium,5dB,good,expired,critical,1.0,3,0.0,185876.667,181.520182
presence,2,medium,5dB,good,expired,normal,0.959184,49,0.055402,167625.592,163.696867
presence,2,medium,5dB,good,fresh,critical,1.0,3,0.0,185876.667,181.520182
presence,2,medium,5dB,good,fresh,normal,0.959184,49,0.055402,167625.592,163.696867
presence,2,medium,5dB,good,stale,critical,1.0,3,0.0,185876.667,181.520182
presence,2,medium,5dB,good,stale,normal,0.959184,49,0.055402,167625.592,163.696867
presence,2,medium,5dB,medium,expired,critical,1.0,2,0.0,176330.5,172.197754
presence,2,medium,5dB,medium,expired,normal,0.863636,22,0.143403,159498.864,155.760609
presence,2,medium,5dB,medium,fresh,critical,1.0,2,0.0,176330.5,172.197754
presence,2,medium,5dB,medium,fresh,normal,0.863636,22,0.143403,159498.864,155.760609
presence,2,medium,5dB,medium,stale,critical,1.0,2,0.0,176330.5,172.197754
presence,2,medium,5dB,medium,stale,normal,0.863636,22,0.143403,159498.864,155.760609
presence,2,medium,5dB,poor,expired,critical,0.882353,17,0.153159,328549.647,320.849265
presence,2,medium,5dB,poor,expired,normal,0.769231,143,0.069057,247910.07,242.099678
presence,2,medium,5dB,poor,fresh,critical,0.882353,17,0.153159,328549.647,320.849265
presence,2,medium,5dB,poor,fresh,normal,0.769231,143,0.069057,247910.07,242.099678
presence,2,medium,5dB,poor,stale,critical,0.882353,17,0.153159,328549.647,320.849265
presence,2,medium,5dB,poor,stale,normal,0.769231,143,0.069057,247910.07,242.099678
