scenario,benchmark_policy,seeds,runs,episodes_per_seed,tasks_total,variant_kind,semantic_success_rate_mean,semantic_success_rate_std,task_success_rate_mean,task_success_rate_std,average_accuracy_mean,average_accuracy_std,average_accuracy_mean_mean,average_accuracy_mean_std,average_uncertainty_mean,average_uncertainty_std,average_semantic_quality_gap_mean,average_semantic_quality_gap_std,average_epsilon_k_mean,average_epsilon_k_std,failed_epsilon_k_mean_mean,failed_epsilon_k_mean_std,failed_epsilon_k_min_mean,failed_epsilon_k_min_std,failed_epsilon_k_max_mean,failed_epsilon_k_max_std,average_q_quality_mean,average_q_quality_std,average_q_deadline_mean,average_q_deadline_std,average_q_energy_mean,average_q_energy_std,average_q_utm_mean,average_q_utm_std,average_mobility_energy_j_mean,average_mobility_energy_j_std,average_arrival_delay_s_mean,average_arrival_delay_s_std,average_coverage_gain_mean,average_coverage_gain_std,average_utm_conflict_risk_mean,average_utm_conflict_risk_std,average_delay_mean,average_delay_std,average_energy_mean,average_energy_std,average_payload_kb_mean,average_payload_kb_std,deadline_violation_rate_mean,deadline_violation_rate_std,utm_conflict_violation_rate_mean,utm_conflict_violation_rate_std,service_level_0_ratio_mean,service_level_0_ratio_std,service_level_1_ratio_mean,service_level_1_ratio_std,service_level_2_ratio_mean,service_level_2_ratio_std,semantic_path_cache_ratio_mean,semantic_path_cache_ratio_std,semantic_path_token_ratio_mean,semantic_path_token_ratio_std,semantic_path_image_ratio_mean,semantic_path_image_ratio_std,semantic_path_defer_ratio_mean,semantic_path_defer_ratio_std,semantic_path_cache_update_ratio_mean,semantic_path_cache_update_ratio_std,cache_eligible_ratio_mean,cache_eligible_ratio_std,average_q_defer_mean,average_q_defer_std,average_q_cache_stale_mean,average_q_cache_stale_std
disaster_hotspot,always_cache,"0,1,2",3,50,450,heuristic,0.124444,0.007698,0.124444,0.007698,0.455928,0.005838,0.527166,0.006284,0.308691,0.003544,0.385067,0.005792,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.720955,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335041,0.000533,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
disaster_hotspot,always_image,"0,1,2",3,50,450,heuristic,0.193333,0.0,0.0,0.0,0.468683,0.002627,0.572962,0.003849,0.330879,0.00496,0.392484,0.002627,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.787253,0.004387,8.683534,0.002004,288.191955,0.104155,0.0,0.0,377.117264,0.114348,2.494162,0.000756,0.469152,6.8e-05,1.0,0.0,5.986886,0.001317,586.192579,0.114662,191.12227,0.305014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disaster_hotspot,always_semantic_token,"0,1,2",3,50,450,heuristic,0.193333,0.0,0.0,0.0,0.606201,0.00184,0.806665,0.003128,0.35772,0.004895,0.245597,0.001841,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.495359,0.004464,3.545275,0.000588,59.215913,0.062953,0.0,0.0,377.117264,0.114348,2.494162,0.000756,0.469152,6.8e-05,1.0,0.0,3.305577,0.001068,412.013857,0.114349,1.172223,0.000236,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disaster_hotspot,lyapunov_greedy,"0,1,2",3,50,450,heuristic,0.124444,0.007698,0.124444,0.007698,0.455928,0.005838,0.527166,0.006284,0.308691,0.003544,0.385067,0.005792,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.720955,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335041,0.000533,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
disaster_hotspot,semantic_greedy,"0,1,2",3,50,450,heuristic,0.317778,0.007698,0.124444,0.007698,0.564844,0.004887,0.672624,0.002784,0.333881,0.004903,0.28795,0.004829,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.57632,0.016309,6.565775,0.086836,210.389286,2.588845,0.0,0.0,351.382057,1.833525,2.259758,0.016092,0.427149,0.002834,0.875556,0.007698,4.84074,0.040499,501.742984,3.381201,132.868707,1.391195,0.875556,0.007698,0.0,0.0,0.124444,0.007698,0.193333,0.0,0.682222,0.007698,0.124444,0.007698,0.193333,0.0,0.682222,0.007698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251111,0.019245
disaster_hotspot,semantic_path_two_timescale_ppo,"0,1,2",3,50,450,rl,0.315556,0.010184,0.277778,0.007698,0.717621,0.00147,0.874497,0.001225,0.342853,0.004247,0.132915,0.001221,0.84,0.0,0.84,0.0,0.84,0.0,0.84,0.0,0.255646,0.004111,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.548889,0.003849,0.585135,0.001876,96.162357,0.090296,0.641302,0.004545,0.144445,0.003849,0.0,0.0,0.451111,0.003849,0.548889,0.003849,0.0,0.0,0.451111,0.003849,0.504445,0.003849,0.0,0.0,0.0,0.0,0.044445,0.003849,0.177778,0.003849,0.0,0.0,0.866667,0.006667
edge_overload,always_cache,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.173583,0.000333,0.295313,0.001119,0.66542,0.002173,0.464777,0.000264,0.63836,6.9e-05,0.63836,6.9e-05,0.62,0.0,0.64,0.0,2.732381,0.005972,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38657,0.000331,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
edge_overload,always_image,"0,1,2",3,50,1500,heuristic,0.05,0.003464,0.0,0.0,0.32273,0.004122,0.585223,0.005557,0.749395,0.002104,0.326953,0.003395,0.63836,6.9e-05,0.639326,3e-06,0.62,0.0,0.64,0.0,1.903874,0.024461,6.928943,0.081756,1925.953753,2.712139,0.0,0.0,565.170562,1.966082,2.803425,0.009752,0.065067,0.000174,0.403219,0.004438,6.822798,0.011007,778.35877,2.139537,161.314686,0.02563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload,always_semantic_token,"0,1,2",3,50,1500,heuristic,0.399333,0.008083,0.004,0.0,0.564693,0.002226,0.887641,0.001742,0.577653,0.004196,0.127611,0.001484,0.631493,0.000162,0.639134,1.2e-05,0.62,0.0,0.64,0.0,0.819059,0.009162,1.96005,0.00819,1610.968208,6.65712,0.0,0.0,655.537499,1.801248,3.251674,0.008935,0.075264,7.2e-05,0.406139,0.003871,4.438456,0.011801,708.481815,2.035909,0.988797,0.003017,0.894667,0.002309,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0
edge_overload,lyapunov_greedy,"0,1,2",3,50,1500,heuristic,0.0,0.0,0.0,0.0,0.173583,0.000333,0.295313,0.001119,0.66542,0.002173,0.464777,0.000264,0.63836,6.9e-05,0.63836,6.9e-05,0.62,0.0,0.64,0.0,2.732381,0.005972,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38657,0.000331,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0
edge_overload,semantic_greedy,"0,1,2",3,50,1500,heuristic,0.08,0.003464,0.0,0.0,0.325545,0.003918,0.587974,0.005395,0.74928,0.002052,0.325019,0.003395,0.63836,6.9e-05,0.639957,1e-06,0.62,0.0,0.64,0.0,1.90065,0.024461,6.759248,0.075818,1903.164979,2.148605,0.0,0.0,565.170562,1.966082,2.803425,0.009752,0.065067,0.000174,0.403219,0.004438,6.589366,0.000807,763.798865,1.509083,149.007902,0.558252,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.08,0.003464,0.92,0.003464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edge_overload,semantic_path_two_timescale_ppo,"0,1,2",3,50,1500,rl,0.608667,0.180846,0.231333,0.213657,0.637791,0.070877,0.870161,0.004507,0.428513,0.129402,0.076647,0.048085,0.62648,0.004295,0.635653,0.002976,0.62,0.0,0.64,0.0,0.565843,0.245791,1.717978,2.975625,899.299998,1557.633287,0.0,0.0,407.931175,465.087753,1.890631,2.44401,0.00987,0.03143,0.304925,0.157251,2.973305,2.404561,443.406662,463.312047,0.864436,0.086783,0.569333,0.288231,0.0,0.0,0.034,0.005292,0.966,0.005292,0.0,0.0,0.034,0.005292,0.584667,0.384772,0.0,0.0,0.0,0.0,0.381333,0.385587,0.130667,0.097002,0.0,0.0,0.292,0.051069
low_snr_blockage,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_blockage,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_blockage,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_blockage,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_blockage,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.0,0.0,0.896726,0.035265
low_snr_blockage,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.93115,0.003848,0.271201,0.015391,0.809189,0.002684,0.850598,0.002321,0.103239,0.000857,0.022665,0.002221,0.776658,0.00122,0.681016,0.0052,0.65,0.0,0.82,0.0,0.074705,0.012505,54.593647,13.208624,0.0,0.0,0.0,0.0,77.214106,0.196474,0.0,0.0,0.0,0.0,0.084049,0.002193,17.332424,3.970328,114.597588,3.789001,0.672011,0.012939,0.699412,0.012678,0.0,0.0,0.314861,0.012595,0.685139,0.012595,0.0,0.0,0.304786,0.014024,0.450042,0.002909,0.0,0.0,0.010076,0.002519,0.235096,0.01018,0.277918,0.01018,0.06885,0.015183,1.040302,0.078572
low_snr_soft,always_cache,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_soft,always_image,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.606726,0.007914,0.641033,0.008084,0.096598,9.4e-05,0.248847,0.006987,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,1.197981,0.035908,209.740206,2.171756,9642.196784,75.737505,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,54.720768,0.879998,2731.167739,9.949856,36.863845,0.092303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_soft,always_semantic_token,"0,1,2",3,50,1191,heuristic,0.650714,0.009537,0.0,0.0,0.612769,0.006108,0.662909,0.006076,0.112802,0.000136,0.202812,0.005685,0.778732,5.8e-05,0.777664,0.0003,0.65,0.0,0.82,0.0,0.955259,0.028534,59.092732,0.488149,8723.13013,76.017097,0.0,0.0,2480.480638,9.286989,16.405295,0.061422,0.01507,0.001261,0.115848,0.000147,18.243136,0.092574,2522.087397,9.302287,0.985814,0.00031,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355164,0.004363,0.0,0.0,0.0,0.0
low_snr_soft,lyapunov_greedy,"0,1,2",3,50,1191,heuristic,0.344249,0.01018,0.344249,0.01018,0.524923,0.005246,0.5482,0.005192,0.089778,8.9e-05,0.271605,0.004637,0.775735,0.00021,0.763503,0.000563,0.65,0.0,0.82,0.0,1.109346,0.024933,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185317,0.000288,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130982,0.0,0.0,0.0,3.438287,0.0
low_snr_soft,semantic_greedy,"0,1,2",3,50,1191,heuristic,0.946263,0.001454,0.234257,0.006665,0.820933,0.000446,0.866327,0.000548,0.107145,7.4e-05,0.012574,0.000423,0.77843,5.8e-05,0.657972,0.000212,0.65,0.0,0.82,0.0,0.013548,0.000423,43.216381,0.476628,6228.660489,119.473851,0.0,0.0,1848.09054,19.144377,12.09591,0.130147,0.013263,0.001527,0.087435,0.001403,14.737389,0.229267,1893.655154,18.817004,2.433422,0.039731,0.765743,0.006665,0.0,0.0,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.246012,0.007271,0.700252,0.008726,0.053737,0.001454,0.0,0.0,0.0,0.0,0.287154,0.004362,0.0,0.0,0.896726,0.035265
low_snr_soft,semantic_path_two_timescale_ppo,"0,1,2",3,50,1191,rl,0.93115,0.003848,0.271201,0.015391,0.809189,0.002684,0.850598,0.002321,0.103239,0.000857,0.022665,0.002221,0.776658,0.00122,0.681016,0.0052,0.65,0.0,0.82,0.0,0.074705,0.012505,54.593647,13.208624,0.0,0.0,0.0,0.0,77.214106,0.196474,0.0,0.0,0.0,0.0,0.084049,0.002193,17.332424,3.970328,114.597588,3.789001,0.672011,0.012939,0.699412,0.012678,0.0,0.0,0.314861,0.012595,0.685139,0.012595,0.0,0.0,0.304786,0.014024,0.450042,0.002909,0.0,0.0,0.010076,0.002519,0.235096,0.01018,0.277918,0.01018,0.06885,0.015183,1.040302,0.078572
normal_patrol,always_cache,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,0.0
normal_patrol,always_image,"0,1,2",3,50,1488,heuristic,0.432123,0.008394,0.002016,0.0,0.47377,0.002222,0.597497,0.003057,0.365668,0.000291,0.310803,0.002456,0.762816,0.000291,0.782162,0.00033,0.65,0.0,0.82,0.0,1.963027,0.027015,15.292806,0.144892,1515.440267,9.272462,0.0,0.0,548.262011,2.809768,3.626072,0.018583,0.057599,0.000324,0.080039,8.9e-05,7.204922,0.020063,765.28086,2.926063,192.81859,0.127329,0.997984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normal_patrol,always_semantic_token,"0,1,2",3,50,1488,heuristic,0.386425,0.008148,0.05914,0.002328,0.601472,0.001246,0.814326,0.001478,0.375713,0.000306,0.181199,0.001365,0.760061,0.000474,0.789735,0.000351,0.65,0.0,0.82,0.0,1.142716,0.014526,7.796434,0.065336,1259.690726,8.548062,0.0,0.0,660.094735,2.556803,4.365706,0.01691,0.068295,0.000552,0.079173,0.000261,5.210493,0.018017,705.913014,2.655512,1.078509,0.001042,0.765457,0.002328,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051747,0.001164,0.0,0.0,0.0,0.0
normal_patrol,lyapunov_greedy,"0,1,2",3,50,1488,heuristic,0.0,0.0,0.0,0.0,0.415964,0.000416,0.508303,0.000415,0.347912,0.000343,0.346832,0.000127,0.762796,0.000291,0.762796,0.000291,0.65,0.0,0.82,0.0,1.668054,0.003971,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192538,0.000155,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.465726,0.0
normal_patrol,semantic_greedy,"0,1,2",3,50,1488,heuristic,0.416667,0.008148,0.05914,0.002328,0.459456,0.002398,0.570964,0.003418,0.351669,0.000495,0.324718,0.002519,0.760665,0.000474,0.788788,0.000379,0.65,0.0,0.82,0.0,2.035822,0.027101,15.605632,0.21032,1700.180781,16.647393,0.0,0.0,654.54075,2.556803,4.327933,0.01691,0.067721,0.000552,0.08118,0.000261,6.900021,0.039074,808.414674,3.900144,117.579335,1.591777,0.94086,0.002328,0.0,0.0,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.002016,0.0,0.380376,0.008148,0.617608,0.008148,0.0,0.0,0.0,0.0,0.043683,0.001164,0.0,0.0,0.018145,0.0
normal_patrol,semantic_path_two_timescale_ppo,"0,1,2",3,50,1477,rl,0.377557,0.055509,0.23038,0.199544,0.640456,0.012805,0.809541,0.027065,0.349046,0.01752,0.139591,0.011472,0.755286,0.00665,0.785769,0.00259,0.65,0.0,0.82,0.0,0.820279,0.075007,21.15577,36.642869,3323.295464,5756.116593,0.0,0.0,776.705551,1210.193514,4.752464,8.231509,0.05214,0.090309,0.051584,0.000889,5.356708,8.254202,799.452937,1214.822039,0.751195,0.070855,0.250672,0.434177,0.0,0.0,0.261391,0.011683,0.738609,0.011683,0.0,0.0,0.257359,0.01864,0.688317,0.055434,0.0,0.0,0.004032,0.006984,0.050292,0.043752,0.074757,0.064877,0.004032,0.006984,1.74313,0.094002
utm_conflict,always_cache,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
utm_conflict,always_image,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,always_semantic_token,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.58245,0.002546,0.825128,0.00235,0.419872,0.000382,0.23755,0.002546,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.757649,0.010409,21.000576,0.073635,2748.433501,3.981853,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,9.82243,0.011949,1390.398876,2.359337,1.188237,2e-06,1.0,0.0,0.181333,0.00611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,lyapunov_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.387187,0.00161,0.482564,0.001695,0.373546,0.000109,0.432813,0.00161,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.147259,0.005154,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202739,0.000418,85.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
utm_conflict,semantic_greedy,"0,1,2",3,50,750,heuristic,0.0,0.0,0.0,0.0,0.420942,0.004716,0.545333,0.00611,0.391401,0.0,0.399058,0.004716,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,1.28054,0.019282,29.242419,0.074919,3271.13674,3.983533,0.549333,0.00611,1355.501972,2.359334,8.96496,0.015604,0.128971,0.000936,0.02079,0.001963,12.59604,0.012347,1564.632573,2.359752,199.641545,0.095778,1.0,0.0,0.181333,0.00611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utm_conflict,semantic_path_two_timescale_ppo,"0,1,2",3,50,750,rl,0.0,0.0,0.0,0.0,0.66639,0.002149,0.834051,0.003722,0.384161,0.00024,0.15361,0.002149,0.82,0.0,0.82,0.0,0.82,0.0,0.82,0.0,0.440628,0.007455,15.666532,0.546252,2256.696371,77.094452,0.265333,0.018475,1061.798339,23.20265,6.870465,0.15408,0.069014,0.00152,0.007236,0.001234,7.421562,0.166004,1083.135909,23.440236,0.592466,0.015277,0.541333,0.01222,0.090667,0.010066,0.501333,0.012858,0.498667,0.012858,0.0,0.0,0.501333,0.012858,0.498667,0.012858,0.0,0.0,0.0,0.0,0.0,0.0,0.017333,0.009238,0.0,0.0,1.566667,0.040067
